# frame,DetObj#,x,y,z,v,snr,noise,label
1.000000000000000000e+01,0.000000000000000000e+00,-1.636075787246227264e-02,4.044487699866294861e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.270000000000000000e+02,6.960000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.270000000000000000e+02,6.960000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.890000000000000000e+02,6.710000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,3.000000000000000000e+00,-3.544830903410911560e-02,7.973247766494750977e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.890000000000000000e+02,6.710000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+02,6.580000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,5.000000000000000000e+00,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+02,6.580000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,6.000000000000000000e+00,-1.581539958715438843e-01,7.377474009990692139e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.040000000000000000e+02,6.500000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,7.000000000000000000e+00,-1.690611690282821655e-01,4.328649118542671204e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.040000000000000000e+02,6.500000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,8.000000000000000000e+00,-1.567905992269515991e-01,1.516682952642440796e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.070000000000000000e+02,6.610000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,9.000000000000000000e+00,2.045094780623912811e-02,2.171826958656311035e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.070000000000000000e+02,6.610000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,4.090189561247825623e-02,2.585569024085998535e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
1.000000000000000000e+01,1.200000000000000000e+01,-7.362341135740280151e-02,7.818577289581298828e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.590000000000000000e+02,6.960000000000000000e+02,3.000000000000000000e+00
